"","sim","N"
"1184","Fokker-Planck equation (theory)",10201.1989264481
"1185","Fokker-Planck equation (theory)",9899.47573823308
"1186","Fokker-Planck equation (theory)",9983.81258729027
"1187","Fokker-Planck equation (theory)",9909.16291005923
"1188","Fokker-Planck equation (theory)",9875.78476273239
"1189","Fokker-Planck equation (theory)",10213.3595418903
"1190","Fokker-Planck equation (theory)",10231.7332456325
"1191","Fokker-Planck equation (theory)",9967.59297782136
"1192","Fokker-Planck equation (theory)",9997.51925608875
"1193","Fokker-Planck equation (theory)",9932.00980888587
"1194","Fokker-Planck equation (theory)",9997.48239635561
"1195","Fokker-Planck equation (theory)",10128.4792382479
"1196","Fokker-Planck equation (theory)",9918.43461566191
"1197","Fokker-Planck equation (theory)",9818.51920697576
"1198","Fokker-Planck equation (theory)",10018.3886468117
"1199","Fokker-Planck equation (theory)",10066.7084111732
"1200","Fokker-Planck equation (theory)",9875.67929313765
"1201","Fokker-Planck equation (theory)",10075.9689176958
"1202","Fokker-Planck equation (theory)",10081.8811312152
"1203","Fokker-Planck equation (theory)",10128.0955177562
"1204","Fokker-Planck equation (theory)",9963.55962307887
"1205","Fokker-Planck equation (theory)",9937.99908462408
"1206","Fokker-Planck equation (theory)",9964.19733288493
"1207","Fokker-Planck equation (theory)",9946.834790449
"1208","Fokker-Planck equation (theory)",10048.2626825223
"1209","Fokker-Planck equation (theory)",10089.6594896333
"1210","Fokker-Planck equation (theory)",9986.87173502878
"1211","Fokker-Planck equation (theory)",9969.21786008273
"1212","Fokker-Planck equation (theory)",10147.5721858637
"1213","Fokker-Planck equation (theory)",10034.2598336693
"1214","Fokker-Planck equation (theory)",9652.84822539705
"1215","Fokker-Planck equation (theory)",10288.9002129661
"1216","Fokker-Planck equation (theory)",9975.91293690618
"1217","Fokker-Planck equation (theory)",9756.58797840947
"1218","Fokker-Planck equation (theory)",10224.126410315
"1219","Fokker-Planck equation (theory)",10085.1876320812
"1220","Fokker-Planck equation (theory)",9925.72819376263
"1221","Fokker-Planck equation (theory)",10017.2923524478
"1222","Fokker-Planck equation (theory)",10021.4752279367
"1223","Fokker-Planck equation (theory)",10132.1441262154
"1224","Fokker-Planck equation (theory)",9987.33291210408
"1225","Fokker-Planck equation (theory)",9839.35972910489
"1226","Fokker-Planck equation (theory)",9746.70606116466
"1227","Fokker-Planck equation (theory)",9795.73137024283
"1228","Fokker-Planck equation (theory)",9878.57707574282
"1229","Fokker-Planck equation (theory)",9800.24586138327
"1230","Fokker-Planck equation (theory)",9753.98873928109
"1231","Fokker-Planck equation (theory)",10102.2584980967
"1232","Fokker-Planck equation (theory)",10025.3884183547
"1233","Fokker-Planck equation (theory)",9720.10788500876
"1234","Fokker-Planck equation (theory)",10068.7654808807
"1235","Fokker-Planck equation (theory)",9999.89741494463
"1236","Fokker-Planck equation (theory)",10081.4743931943
"1237","Fokker-Planck equation (theory)",10101.7215433883
"1238","Fokker-Planck equation (theory)",10097.8119291768
"1239","Fokker-Planck equation (theory)",10109.0614470057
"1240","Fokker-Planck equation (theory)",9924.62743781303
"1241","Fokker-Planck equation (theory)",9930.39772230038
"1242","Fokker-Planck equation (theory)",9979.32840160091
"1243","Fokker-Planck equation (theory)",10177.6998259567
"1244","Fokker-Planck equation (theory)",10098.9832584829
"1245","Fokker-Planck equation (theory)",9892.41743951696
"1246","Fokker-Planck equation (theory)",10017.1875485927
"1247","Fokker-Planck equation (theory)",10012.1139444388
"1248","Fokker-Planck equation (theory)",10217.4082352953
"1249","Fokker-Planck equation (theory)",9858.4157914395
"1250","Fokker-Planck equation (theory)",9749.0764686404
"1251","Fokker-Planck equation (theory)",10141.0797148865
"1252","Fokker-Planck equation (theory)",9926.5689681278
"1253","Fokker-Planck equation (theory)",10140.0100053396
"1254","Fokker-Planck equation (theory)",9986.5571819928
"1255","Fokker-Planck equation (theory)",9940.16021818981
"1256","Fokker-Planck equation (theory)",9834.5733272553
"1257","Fokker-Planck equation (theory)",10276.1838638384
"1258","Fokker-Planck equation (theory)",9891.69396846462
"1259","Fokker-Planck equation (theory)",10152.6366513905
"1260","Fokker-Planck equation (theory)",10133.9568590751
"1261","Fokker-Planck equation (theory)",10081.724685909
"1262","Fokker-Planck equation (theory)",10043.6803775542
"1263","Fokker-Planck equation (theory)",9756.70923198701
"1264","Fokker-Planck equation (theory)",10157.5065708475
"1265","Fokker-Planck equation (theory)",10021.8664733424
"1266","Fokker-Planck equation (theory)",10008.9209241883
"1267","Fokker-Planck equation (theory)",9857.97605259683
"1268","Fokker-Planck equation (theory)",9927.18811555037
"1269","Fokker-Planck equation (theory)",10158.5907422212
"1270","Fokker-Planck equation (theory)",9850.21575774704
"1271","Fokker-Planck equation (theory)",9820.4984226563
"1272","Fokker-Planck equation (theory)",9754.3224552827
"1273","Fokker-Planck equation (theory)",9894.63425165798
"1274","Fokker-Planck equation (theory)",10008.0732363253
"1275","Fokker-Planck equation (theory)",9678.78400012133
"1276","Fokker-Planck equation (theory)",10107.724256723
"1277","Fokker-Planck equation (theory)",9979.0106924478
"1278","Fokker-Planck equation (theory)",10169.2609271328
"1279","Fokker-Planck equation (theory)",9894.24280697816
"1280","Fokker-Planck equation (theory)",9993.74885648071
"1281","Fokker-Planck equation (theory)",9956.21047035064
"1282","Fokker-Planck equation (theory)",10088.7317938678
"1283","Fokker-Planck equation (theory)",10146.7300812907
"1284","Fokker-Planck equation (theory)",9910.16195912183
"1285","Fokker-Planck equation (theory)",9900.80705890262
"1286","Fokker-Planck equation (theory)",9586.73863560798
"1287","Fokker-Planck equation (theory)",9806.14823509996
"1288","Fokker-Planck equation (theory)",10140.1380794589
"1289","Fokker-Planck equation (theory)",10242.0493031382
"1290","Fokker-Planck equation (theory)",9949.50712790731
"1291","Fokker-Planck equation (theory)",10041.347065372
"1292","Fokker-Planck equation (theory)",9926.92504246838
"1293","Fokker-Planck equation (theory)",10044.6050987039
"1294","Fokker-Planck equation (theory)",10101.6694454691
"1295","Fokker-Planck equation (theory)",10233.322589061
"1296","Fokker-Planck equation (theory)",9870.20217355067
"1297","Fokker-Planck equation (theory)",9834.61116987443
"1298","Fokker-Planck equation (theory)",9993.24267032424
"1299","Fokker-Planck equation (theory)",9928.32844668683
"1300","Fokker-Planck equation (theory)",10066.9406379759
"1301","Fokker-Planck equation (theory)",10192.1261079393
"1302","Fokker-Planck equation (theory)",10108.6728620052
"1303","Fokker-Planck equation (theory)",10105.7596368264
"1304","Fokker-Planck equation (theory)",9977.40247393448
"1305","Fokker-Planck equation (theory)",10001.8454321878
"1306","Fokker-Planck equation (theory)",9964.13981556635
"1307","Fokker-Planck equation (theory)",10038.4588633521
"1308","Fokker-Planck equation (theory)",10178.8692026091
"1309","Fokker-Planck equation (theory)",9981.92665088583
"1310","Fokker-Planck equation (theory)",9846.38541416259
"1311","Fokker-Planck equation (theory)",9987.21463604083
"1312","Fokker-Planck equation (theory)",9861.76830314693
"1313","Fokker-Planck equation (theory)",9859.38577086105
"1314","Fokker-Planck equation (theory)",10035.3440068555
"1315","Fokker-Planck equation (theory)",9985.08416224594
"1316","Fokker-Planck equation (theory)",9914.06857951277
"1317","Fokker-Planck equation (theory)",9784.29592493054
"1318","Fokker-Planck equation (theory)",10276.4046366171
"1319","Fokker-Planck equation (theory)",10074.7100060095
"1320","Fokker-Planck equation (theory)",9959.77987369594
"1321","Fokker-Planck equation (theory)",10006.1599049935
"1322","Fokker-Planck equation (theory)",9777.26691500273
"1323","Fokker-Planck equation (theory)",10104.432308532
"1324","Fokker-Planck equation (theory)",9777.96646265533
"1325","Fokker-Planck equation (theory)",9947.68256855965
"1326","Fokker-Planck equation (theory)",10113.0816133149
"1327","Fokker-Planck equation (theory)",9703.66444897025
"1328","Fokker-Planck equation (theory)",10052.6364100772
"1329","Fokker-Planck equation (theory)",9926.64543362812
"1330","Fokker-Planck equation (theory)",9828.71937871481
"1331","Fokker-Planck equation (theory)",9837.46932008971
"1332","Fokker-Planck equation (theory)",10109.0498125228
"1333","Fokker-Planck equation (theory)",9786.72536587976
"1334","Fokker-Planck equation (theory)",9962.39487913041
"1335","Fokker-Planck equation (theory)",10212.0997313991
"1336","Fokker-Planck equation (theory)",9955.85300124607
"1337","Fokker-Planck equation (theory)",10166.0509974897
"1338","Fokker-Planck equation (theory)",9947.4839345746
"1339","Fokker-Planck equation (theory)",10058.7861681865
"1340","Fokker-Planck equation (theory)",10019.0125363059
"1341","Fokker-Planck equation (theory)",10099.9730312643
"1342","Fokker-Planck equation (theory)",9930.14926795408
"1343","Fokker-Planck equation (theory)",9954.42918041824
"1344","Fokker-Planck equation (theory)",9926.73127947398
"1345","Fokker-Planck equation (theory)",10141.0867973493
"1346","Fokker-Planck equation (theory)",9960.19912552315
"1347","Fokker-Planck equation (theory)",9934.22160385136
"1348","Fokker-Planck equation (theory)",9911.59466954952
"1349","Fokker-Planck equation (theory)",10083.2804447973
"1350","Fokker-Planck equation (theory)",9980.07326749894
"1351","Fokker-Planck equation (theory)",10057.9129739218
"1352","Fokker-Planck equation (theory)",10358.2931328309
"1353","Fokker-Planck equation (theory)",9911.42010052855
"1354","Fokker-Planck equation (theory)",10082.8049429943
"1355","Fokker-Planck equation (theory)",10129.4920397129
"1356","Fokker-Planck equation (theory)",9878.38586853675
"1357","Fokker-Planck equation (theory)",9927.33651991747
"1358","Fokker-Planck equation (theory)",10118.5202679945
"1359","Fokker-Planck equation (theory)",9928.08915682625
"1360","Fokker-Planck equation (theory)",10106.3466306995
"1361","Fokker-Planck equation (theory)",9765.82990658185
"1362","Fokker-Planck equation (theory)",10268.9422070671
"1363","Fokker-Planck equation (theory)",9799.27664305072
"1364","Fokker-Planck equation (theory)",10055.451270833
"1365","Fokker-Planck equation (theory)",10164.0384249623
"1366","Fokker-Planck equation (theory)",9929.67858835257
"1367","Fokker-Planck equation (theory)",10127.2373411025
"1368","Fokker-Planck equation (theory)",10018.9597085258
"1369","Fokker-Planck equation (theory)",10070.8656219204
"1370","Fokker-Planck equation (theory)",10131.8823259392
"1371","Fokker-Planck equation (theory)",9944.47832378139
"1372","Fokker-Planck equation (theory)",10205.949419795
"1373","Fokker-Planck equation (theory)",9848.41958350089
"1374","Fokker-Planck equation (theory)",9878.81109392278
"1375","Fokker-Planck equation (theory)",9809.47179354692
"1376","Fokker-Planck equation (theory)",9941.80889196117
"1377","Fokker-Planck equation (theory)",10200.8925692571
"1378","Fokker-Planck equation (theory)",10060.9935480928
"1379","Fokker-Planck equation (theory)",10149.8243640073
"1380","Fokker-Planck equation (theory)",10120.852993762
"1381","Fokker-Planck equation (theory)",10090.5161038716
"1382","Fokker-Planck equation (theory)",10096.9429406551
"1383","Fokker-Planck equation (theory)",10167.2790227933
"1384","Fokker-Planck equation (theory)",9847.14670636809
"1385","Fokker-Planck equation (theory)",9938.82544075624
"1386","Fokker-Planck equation (theory)",9831.6225492012
"1387","Fokker-Planck equation (theory)",9772.08323744624
"1388","Fokker-Planck equation (theory)",9913.19604750761
"1389","Fokker-Planck equation (theory)",10242.8247487514
"1390","Fokker-Planck equation (theory)",10140.7846504574
"1391","Fokker-Planck equation (theory)",9833.86984869259
"1392","Fokker-Planck equation (theory)",10252.3855162371
"1393","Fokker-Planck equation (theory)",10112.5257181917
"1394","Fokker-Planck equation (theory)",9964.1967800425
"1395","Fokker-Planck equation (theory)",10062.2159532335
"1396","Fokker-Planck equation (theory)",9948.19436520559
"1397","Fokker-Planck equation (theory)",10193.1883190449
"1398","Fokker-Planck equation (theory)",9823.86429393917
"1399","Fokker-Planck equation (theory)",9741.23973681481
"1400","Fokker-Planck equation (theory)",10214.8054770538
"1401","Fokker-Planck equation (theory)",9873.05565527847
"1402","Fokker-Planck equation (theory)",9974.45107155161
"1403","Fokker-Planck equation (theory)",9903.41643814496
"1404","Fokker-Planck equation (theory)",9894.79344046838
"1405","Fokker-Planck equation (theory)",9981.67904783417
"1406","Fokker-Planck equation (theory)",9810.16726838659
"1407","Fokker-Planck equation (theory)",9906.27600553354
"1408","Fokker-Planck equation (theory)",10071.2990975626
"1409","Fokker-Planck equation (theory)",10026.7063766821
"1410","Fokker-Planck equation (theory)",9763.00351023505
"1411","Fokker-Planck equation (theory)",10108.9026961762
"1412","Fokker-Planck equation (theory)",9935.8016530021
"1413","Fokker-Planck equation (theory)",10027.5844939477
"1414","Fokker-Planck equation (theory)",10142.7348099814
"1415","Fokker-Planck equation (theory)",9777.23203611889
"1416","Fokker-Planck equation (theory)",10228.0000332327
"1417","Fokker-Planck equation (theory)",9880.38909757041
"1418","Fokker-Planck equation (theory)",9948.79404690733
"1419","Fokker-Planck equation (theory)",10035.0621955702
"1420","Fokker-Planck equation (theory)",9771.98204247591
"1421","Fokker-Planck equation (theory)",9798.60773129031
"1422","Fokker-Planck equation (theory)",9950.05054017362
"1423","Fokker-Planck equation (theory)",9918.51694143536
"1424","Fokker-Planck equation (theory)",9968.6701969223
"1425","Fokker-Planck equation (theory)",10123.7370874489
"1426","Fokker-Planck equation (theory)",9935.00353725191
"1427","Fokker-Planck equation (theory)",10191.1205093346
"1428","Fokker-Planck equation (theory)",10038.307729958
"1429","Fokker-Planck equation (theory)",10058.9899098356
"1430","Fokker-Planck equation (theory)",9929.21969097963
"1431","Fokker-Planck equation (theory)",10146.6761443538
"1432","Fokker-Planck equation (theory)",9822.13181425447
"1433","Fokker-Planck equation (theory)",9931.31076829168
"1434","Fokker-Planck equation (theory)",9790.81878391444
"1435","Fokker-Planck equation (theory)",9907.50917816833
"1436","Fokker-Planck equation (theory)",10051.7758960848
"1437","Fokker-Planck equation (theory)",9880.96180218377
"1438","Fokker-Planck equation (theory)",9958.11413157575
"1439","Fokker-Planck equation (theory)",9970.30293441752
"1440","Fokker-Planck equation (theory)",9865.70605808619
"1441","Fokker-Planck equation (theory)",10147.7895371631
"1442","Fokker-Planck equation (theory)",10089.8590890122
"1443","Fokker-Planck equation (theory)",10171.5023179735
"1444","Fokker-Planck equation (theory)",10179.9429790027
"1445","Fokker-Planck equation (theory)",9938.91608816795
"1446","Fokker-Planck equation (theory)",10127.1297733709
"1447","Fokker-Planck equation (theory)",9957.9405723831
"1448","Fokker-Planck equation (theory)",9955.21685825051
"1449","Fokker-Planck equation (theory)",10048.7000059416
"1450","Fokker-Planck equation (theory)",9984.32797753894
"1451","Fokker-Planck equation (theory)",10034.6508699365
"1452","Fokker-Planck equation (theory)",9943.86339505297
"1453","Fokker-Planck equation (theory)",9919.15288751625
"1454","Fokker-Planck equation (theory)",10237.4434511892
"1455","Fokker-Planck equation (theory)",10041.7337493018
"1456","Fokker-Planck equation (theory)",10093.6087097638
"1457","Fokker-Planck equation (theory)",9937.68690733327
"1458","Fokker-Planck equation (theory)",9868.26476773707
"1459","Fokker-Planck equation (theory)",9852.88439815557
"1460","Fokker-Planck equation (theory)",9774.09703620443
"1461","Fokker-Planck equation (theory)",10069.4128587309
"1462","Fokker-Planck equation (theory)",10228.0183914365
"1463","Fokker-Planck equation (theory)",9989.60528124366
"1464","Fokker-Planck equation (theory)",9963.88900274031
"1465","Fokker-Planck equation (theory)",10057.1098270187
"1466","Fokker-Planck equation (theory)",9995.35826606201
"1467","Fokker-Planck equation (theory)",10139.7353537163
"1468","Fokker-Planck equation (theory)",9973.38281048022
"1469","Fokker-Planck equation (theory)",10127.7461611154
"1470","Fokker-Planck equation (theory)",9871.35428139067
"1471","Fokker-Planck equation (theory)",9850.86491109866
"1472","Fokker-Planck equation (theory)",9900.44191689505
"1473","Fokker-Planck equation (theory)",10135.9604188705
"1474","Fokker-Planck equation (theory)",9803.96498909947
"1475","Fokker-Planck equation (theory)",10206.3454215064
"1476","Fokker-Planck equation (theory)",10300.2845841012
"1477","Fokker-Planck equation (theory)",9869.8875927137
"1478","Fokker-Planck equation (theory)",9752.04626170081
"1479","Fokker-Planck equation (theory)",9939.74928694833
"1480","Fokker-Planck equation (theory)",9971.1031497968
"1481","Fokker-Planck equation (theory)",10006.8858439109
"1482","Fokker-Planck equation (theory)",10221.0892549312
"1483","Fokker-Planck equation (theory)",9876.72649694737
"1484","Fokker-Planck equation (theory)",10072.6453535263
"1485","Fokker-Planck equation (theory)",9893.86977345107
"1486","Fokker-Planck equation (theory)",10078.8026649098
"1487","Fokker-Planck equation (theory)",9845.39683715186
"1488","Fokker-Planck equation (theory)",9677.27313407775
"1489","Fokker-Planck equation (theory)",10098.5400551836
"1490","Fokker-Planck equation (theory)",10095.6857469793
"1491","Fokker-Planck equation (theory)",10075.3658388545
"1492","Fokker-Planck equation (theory)",9709.25756093357
"1493","Fokker-Planck equation (theory)",9950.59299832098
"1494","Fokker-Planck equation (theory)",10024.6508397149
"1495","Fokker-Planck equation (theory)",9889.99251916664
"1496","Fokker-Planck equation (theory)",10237.6407149589
"1497","Fokker-Planck equation (theory)",10127.4140689572
"1498","Fokker-Planck equation (theory)",10057.0860554019
"1499","Fokker-Planck equation (theory)",10105.3502780951
"1500","Fokker-Planck equation (theory)",10376.0331735629
"1501","Fokker-Planck equation (theory)",10031.1633406397
"1502","Fokker-Planck equation (theory)",10041.1423535709
"1503","Fokker-Planck equation (theory)",9983.37373499905
"1504","Fokker-Planck equation (theory)",10010.3700055278
"1505","Fokker-Planck equation (theory)",9929.51709332486
"1506","Fokker-Planck equation (theory)",10078.6711567757
"1507","Fokker-Planck equation (theory)",10014.5155315873
"1508","Fokker-Planck equation (theory)",10022.5815764454
"1509","Fokker-Planck equation (theory)",9984.50836685802
"1510","Fokker-Planck equation (theory)",10181.4697439153
"1511","Fokker-Planck equation (theory)",10114.2176227085
"1512","Fokker-Planck equation (theory)",10235.4223949665
"1513","Fokker-Planck equation (theory)",10191.4370247939
"1514","Fokker-Planck equation (theory)",9890.63671229965
"1515","Fokker-Planck equation (theory)",10115.0987883785
"1516","Fokker-Planck equation (theory)",10100.1898316291
"1517","Fokker-Planck equation (theory)",9982.21178407773
"1518","Fokker-Planck equation (theory)",9908.98316801364
"1519","Fokker-Planck equation (theory)",10032.3637200908
"1520","Fokker-Planck equation (theory)",9934.27296273478
"1521","Fokker-Planck equation (theory)",10086.8272912352
"1522","Fokker-Planck equation (theory)",10068.5660919443
"1523","Fokker-Planck equation (theory)",9813.26597022336
"1524","Fokker-Planck equation (theory)",9837.18669318278
"1525","Fokker-Planck equation (theory)",9989.4321933123
"1526","Fokker-Planck equation (theory)",10202.4006567674
"1527","Fokker-Planck equation (theory)",9775.51376577201
"1528","Fokker-Planck equation (theory)",9990.9802100022
"1529","Fokker-Planck equation (theory)",10033.8186754111
"1530","Fokker-Planck equation (theory)",9906.0510440713
"1531","Fokker-Planck equation (theory)",10233.6474096657
"1532","Fokker-Planck equation (theory)",10182.9752473799
"1533","Fokker-Planck equation (theory)",10116.361627509
"1534","Fokker-Planck equation (theory)",10090.2838340521
"1535","Fokker-Planck equation (theory)",10079.3232168728
"1536","Fokker-Planck equation (theory)",10175.8771501147
"1537","Fokker-Planck equation (theory)",10029.0975949709
"1538","Fokker-Planck equation (theory)",9955.67080997769
"1539","Fokker-Planck equation (theory)",9833.57463587151
"1540","Fokker-Planck equation (theory)",10135.3544972775
"1541","Fokker-Planck equation (theory)",10014.4077812443
"1542","Fokker-Planck equation (theory)",10130.9786803328
"1543","Fokker-Planck equation (theory)",10067.4737068504
"1544","Fokker-Planck equation (theory)",10034.2000791454
"1545","Fokker-Planck equation (theory)",9792.03953059511
"1546","Fokker-Planck equation (theory)",10006.5914690198
"1547","Fokker-Planck equation (theory)",10232.760466681
"1548","Fokker-Planck equation (theory)",10297.9191750432
"1549","Fokker-Planck equation (theory)",10023.585162768
"1550","Fokker-Planck equation (theory)",10092.9115162924
"1551","Fokker-Planck equation (theory)",9873.54617915398
"1552","Fokker-Planck equation (theory)",10212.5365919466
"1553","Fokker-Planck equation (theory)",9996.49775687544
"1554","Fokker-Planck equation (theory)",10080.3271555137
"1555","Fokker-Planck equation (theory)",9993.18871445464
"1556","Fokker-Planck equation (theory)",9823.39666763291
"1557","Fokker-Planck equation (theory)",10117.6455479703
"1558","Fokker-Planck equation (theory)",9799.08507684039
"1559","Fokker-Planck equation (theory)",9795.0877957081
"1560","Fokker-Planck equation (theory)",9931.23897860959
"1561","Fokker-Planck equation (theory)",10133.3642148604
"1562","Fokker-Planck equation (theory)",9743.30702333973
"1563","Fokker-Planck equation (theory)",10007.3830914346
"1564","Fokker-Planck equation (theory)",10050.952638644
"1565","Fokker-Planck equation (theory)",10062.1590346954
"1566","Fokker-Planck equation (theory)",10054.8273336806
"1567","Fokker-Planck equation (theory)",10018.8914535693
"1568","Fokker-Planck equation (theory)",9914.34649216012
"1569","Fokker-Planck equation (theory)",9940.2309348733
"1570","Fokker-Planck equation (theory)",10078.2390163856
"1571","Fokker-Planck equation (theory)",10210.516518123
"1572","Fokker-Planck equation (theory)",9954.38454216536
"1573","Fokker-Planck equation (theory)",10087.8291853085
"1574","Fokker-Planck equation (theory)",9940.60866424688
"1575","Fokker-Planck equation (theory)",9976.1855912661
"1576","Fokker-Planck equation (theory)",9897.4255691999
"1577","Fokker-Planck equation (theory)",10001.5119417556
"1578","Fokker-Planck equation (theory)",9946.26820117725
"1579","Fokker-Planck equation (theory)",10179.7292921653
"1580","Fokker-Planck equation (theory)",9981.37123733278
"1581","Fokker-Planck equation (theory)",10061.7883896372
"1582","Fokker-Planck equation (theory)",10008.6196850908
"1583","Fokker-Planck equation (theory)",9849.04638439225
"1584","Fokker-Planck equation (theory)",10308.5261329942
"1585","Fokker-Planck equation (theory)",10175.7176192211
"1586","Fokker-Planck equation (theory)",10085.8236587179
"1587","Fokker-Planck equation (theory)",9769.26926725405
"1588","Fokker-Planck equation (theory)",10309.3657234123
"1589","Fokker-Planck equation (theory)",9974.44777200884
"1590","Fokker-Planck equation (theory)",9842.27026296565
"1591","Fokker-Planck equation (theory)",9956.10468427576
"1592","Fokker-Planck equation (theory)",9979.32283529705
"1593","Fokker-Planck equation (theory)",10051.5244895623
"1594","Fokker-Planck equation (theory)",10062.7537395208
"1595","Fokker-Planck equation (theory)",9827.9223664454
"1596","Fokker-Planck equation (theory)",10177.4945761156
"1597","Fokker-Planck equation (theory)",9928.05270603758
"1598","Fokker-Planck equation (theory)",10041.4183408701
"1599","Fokker-Planck equation (theory)",10032.901356721
"1600","Fokker-Planck equation (theory)",10073.0129301361
"1601","Fokker-Planck equation (theory)",9934.43407753763
"1602","Fokker-Planck equation (theory)",10094.8143186877
"1603","Fokker-Planck equation (theory)",10155.0360145088
"1604","Fokker-Planck equation (theory)",9927.9174884004
"1605","Fokker-Planck equation (theory)",9992.64488094747
"1606","Fokker-Planck equation (theory)",9999.82318413015
"1607","Fokker-Planck equation (theory)",10063.807354426
"1608","Fokker-Planck equation (theory)",9934.0142078373
"1609","Fokker-Planck equation (theory)",9832.70898335859
"1610","Fokker-Planck equation (theory)",9869.96057614999
"1611","Fokker-Planck equation (theory)",10190.9788726491
"1612","Fokker-Planck equation (theory)",10084.4755233915
"1613","Fokker-Planck equation (theory)",10040.9436364419
"1614","Fokker-Planck equation (theory)",9958.24722199838
"1615","Fokker-Planck equation (theory)",9929.94351550791
"1616","Fokker-Planck equation (theory)",10043.486724127
"1617","Fokker-Planck equation (theory)",9989.12103155359
"1618","Fokker-Planck equation (theory)",10003.9346839897
"1619","Fokker-Planck equation (theory)",10100.3021707523
"1620","Fokker-Planck equation (theory)",10061.2448047985
"1621","Fokker-Planck equation (theory)",9981.35845709284
"1622","Fokker-Planck equation (theory)",9990.68556576142
"1623","Fokker-Planck equation (theory)",9864.99543426804
"1624","Fokker-Planck equation (theory)",9896.41708028071
"1625","Fokker-Planck equation (theory)",10091.0750819884
"1626","Fokker-Planck equation (theory)",10217.193307296
"1627","Fokker-Planck equation (theory)",9976.71358519212
"1628","Fokker-Planck equation (theory)",10175.3488799397
"1629","Fokker-Planck equation (theory)",9979.01600921351
"1630","Fokker-Planck equation (theory)",9840.1915495646
"1631","Fokker-Planck equation (theory)",9877.99118464829
"1632","Fokker-Planck equation (theory)",10065.1200922106
"1633","Fokker-Planck equation (theory)",10108.0692860861
"1634","Fokker-Planck equation (theory)",10233.8032440004
"1635","Fokker-Planck equation (theory)",9786.20076717857
"1636","Fokker-Planck equation (theory)",9706.75869998697
"1637","Fokker-Planck equation (theory)",10020.2562988516
"1638","Fokker-Planck equation (theory)",9997.7478870558
"1639","Fokker-Planck equation (theory)",10048.7421414874
"1640","Fokker-Planck equation (theory)",10228.0468219217
"1641","Fokker-Planck equation (theory)",9897.31011777811
"1642","Fokker-Planck equation (theory)",9856.76804139313
"1643","Fokker-Planck equation (theory)",9963.46865959799
"1644","Fokker-Planck equation (theory)",9943.01949481668
"1645","Fokker-Planck equation (theory)",10115.9235816618
"1646","Fokker-Planck equation (theory)",10145.5196730947
"1647","Fokker-Planck equation (theory)",9887.24824291015
"1648","Fokker-Planck equation (theory)",9739.06191594364
"1649","Fokker-Planck equation (theory)",10019.873898227
"1650","Fokker-Planck equation (theory)",10106.9448208856
"1651","Fokker-Planck equation (theory)",10061.7766584468
"1652","Fokker-Planck equation (theory)",9859.68860461236
"1653","Fokker-Planck equation (theory)",10134.9886923359
"1654","Fokker-Planck equation (theory)",9856.61712107459
"1655","Fokker-Planck equation (theory)",9864.33071037713
"1656","Fokker-Planck equation (theory)",9907.89584362852
"1657","Fokker-Planck equation (theory)",9852.75243440839
"1658","Fokker-Planck equation (theory)",9903.70318406933
"1659","Fokker-Planck equation (theory)",9909.44053472767
"1660","Fokker-Planck equation (theory)",10256.2236115088
"1661","Fokker-Planck equation (theory)",9972.21877018998
"1662","Fokker-Planck equation (theory)",9963.49577367448
"1663","Fokker-Planck equation (theory)",9773.21056702235
"1664","Fokker-Planck equation (theory)",10060.8129493346
"1665","Fokker-Planck equation (theory)",10109.2635093169
"1666","Fokker-Planck equation (theory)",10121.1676948865
"1667","Fokker-Planck equation (theory)",10105.7250499404
"1668","Fokker-Planck equation (theory)",10217.096616652
"1669","Fokker-Planck equation (theory)",10201.4008805969
"1670","Fokker-Planck equation (theory)",10087.7910298784
"1671","Fokker-Planck equation (theory)",9967.34328581432
"1672","Fokker-Planck equation (theory)",9973.40881653592
"1673","Fokker-Planck equation (theory)",9604.14490110604
"1674","Fokker-Planck equation (theory)",9889.13133749657
"1675","Fokker-Planck equation (theory)",9853.84758358891
"1676","Fokker-Planck equation (theory)",9817.06090329047
"1677","Fokker-Planck equation (theory)",9951.48785468603
"1678","Fokker-Planck equation (theory)",10025.3233586065
"1679","Fokker-Planck equation (theory)",10051.8850267169
"1680","Fokker-Planck equation (theory)",10026.854674902
"1681","Fokker-Planck equation (theory)",9971.85665364508
"1682","Fokker-Planck equation (theory)",10038.7055637252
"1683","Fokker-Planck equation (theory)",10126.1206263031
"1684","Fokker-Planck equation (theory)",10055.9167558965
"1685","Fokker-Planck equation (theory)",9941.41017663155
"1686","Fokker-Planck equation (theory)",10137.4264868496
"1687","Fokker-Planck equation (theory)",10157.2644496083
"1688","Fokker-Planck equation (theory)",10006.9979469797
"1689","Fokker-Planck equation (theory)",10277.6848956047
"1690","Fokker-Planck equation (theory)",10134.1732349073
"1691","Fokker-Planck equation (theory)",9971.96862788132
"1692","Fokker-Planck equation (theory)",9923.04967642696
"1693","Fokker-Planck equation (theory)",10267.0445179653
"1694","Fokker-Planck equation (theory)",9921.26214462676
"1695","Fokker-Planck equation (theory)",10210.9866223985
"1696","Fokker-Planck equation (theory)",9967.75068409363
"1697","Fokker-Planck equation (theory)",9898.8170266258
"1698","Fokker-Planck equation (theory)",10117.9279272837
"1699","Fokker-Planck equation (theory)",9968.63080735241
"1700","Fokker-Planck equation (theory)",9867.37536681594
"1701","Fokker-Planck equation (theory)",10047.2062731299
"1702","Fokker-Planck equation (theory)",9889.88676771599
