"","sim","N"
"2851","Weak Noise Approximation (theory)",497.33495698629
"2852","Weak Noise Approximation (theory)",497.850470324772
"2853","Weak Noise Approximation (theory)",481.257414947452
"2854","Weak Noise Approximation (theory)",471.138763275647
"2855","Weak Noise Approximation (theory)",441.122100090812
"2856","Weak Noise Approximation (theory)",479.461035770131
"2857","Weak Noise Approximation (theory)",558.391601998234
"2858","Weak Noise Approximation (theory)",506.089237834044
"2859","Weak Noise Approximation (theory)",500.655345074808
"2860","Weak Noise Approximation (theory)",485.883230766503
"2861","Weak Noise Approximation (theory)",559.404597948988
"2862","Weak Noise Approximation (theory)",537.71185363023
"2863","Weak Noise Approximation (theory)",547.030274496291
"2864","Weak Noise Approximation (theory)",489.233388567483
"2865","Weak Noise Approximation (theory)",513.052115706808
"2866","Weak Noise Approximation (theory)",484.767831020319
"2867","Weak Noise Approximation (theory)",481.871611815419
"2868","Weak Noise Approximation (theory)",481.1911034616
"2869","Weak Noise Approximation (theory)",506.6084828609
"2870","Weak Noise Approximation (theory)",513.726794746324
"2871","Weak Noise Approximation (theory)",468.550188294767
"2872","Weak Noise Approximation (theory)",532.167548281948
"2873","Weak Noise Approximation (theory)",468.338310797445
"2874","Weak Noise Approximation (theory)",509.968848741881
"2875","Weak Noise Approximation (theory)",512.77005831909
"2876","Weak Noise Approximation (theory)",506.607587256505
"2877","Weak Noise Approximation (theory)",487.691642316383
"2878","Weak Noise Approximation (theory)",491.666936245473
"2879","Weak Noise Approximation (theory)",492.496863234979
"2880","Weak Noise Approximation (theory)",445.306474438067
"2881","Weak Noise Approximation (theory)",580.734453980404
"2882","Weak Noise Approximation (theory)",523.873916736737
"2883","Weak Noise Approximation (theory)",496.703732576878
"2884","Weak Noise Approximation (theory)",553.35882345424
"2885","Weak Noise Approximation (theory)",479.846484184371
"2886","Weak Noise Approximation (theory)",460.508365412372
"2887","Weak Noise Approximation (theory)",507.633036213078
"2888","Weak Noise Approximation (theory)",564.128620238676
"2889","Weak Noise Approximation (theory)",464.294267015708
"2890","Weak Noise Approximation (theory)",470.123510702429
"2891","Weak Noise Approximation (theory)",532.373692810076
"2892","Weak Noise Approximation (theory)",511.126721513203
"2893","Weak Noise Approximation (theory)",506.998486472374
"2894","Weak Noise Approximation (theory)",476.330505226325
"2895","Weak Noise Approximation (theory)",557.532719186685
"2896","Weak Noise Approximation (theory)",483.766706257427
"2897","Weak Noise Approximation (theory)",509.667851340478
"2898","Weak Noise Approximation (theory)",516.967473475421
"2899","Weak Noise Approximation (theory)",447.867908934888
"2900","Weak Noise Approximation (theory)",499.686222827282
"2901","Weak Noise Approximation (theory)",496.33949234664
"2902","Weak Noise Approximation (theory)",482.391992740827
"2903","Weak Noise Approximation (theory)",465.323418083335
"2904","Weak Noise Approximation (theory)",509.675761884199
"2905","Weak Noise Approximation (theory)",506.888656049132
"2906","Weak Noise Approximation (theory)",523.270180178017
"2907","Weak Noise Approximation (theory)",553.716134704007
"2908","Weak Noise Approximation (theory)",554.653225896044
"2909","Weak Noise Approximation (theory)",495.496342113901
"2910","Weak Noise Approximation (theory)",484.52664943104
"2911","Weak Noise Approximation (theory)",560.527862447425
"2912","Weak Noise Approximation (theory)",524.43264827513
"2913","Weak Noise Approximation (theory)",522.8897874498
"2914","Weak Noise Approximation (theory)",423.909332929574
"2915","Weak Noise Approximation (theory)",505.515782442763
"2916","Weak Noise Approximation (theory)",485.766844550369
"2917","Weak Noise Approximation (theory)",456.934553514856
"2918","Weak Noise Approximation (theory)",512.300748374561
"2919","Weak Noise Approximation (theory)",497.747745947189
"2920","Weak Noise Approximation (theory)",467.383448395972
"2921","Weak Noise Approximation (theory)",509.792077418594
"2922","Weak Noise Approximation (theory)",514.468937392581
"2923","Weak Noise Approximation (theory)",543.800770621848
"2924","Weak Noise Approximation (theory)",479.276483881129
"2925","Weak Noise Approximation (theory)",493.856408846467
"2926","Weak Noise Approximation (theory)",497.190883713059
"2927","Weak Noise Approximation (theory)",461.615609992019
"2928","Weak Noise Approximation (theory)",532.994435181223
"2929","Weak Noise Approximation (theory)",545.248562506568
"2930","Weak Noise Approximation (theory)",540.567954097231
"2931","Weak Noise Approximation (theory)",527.132856104006
"2932","Weak Noise Approximation (theory)",501.37239030215
"2933","Weak Noise Approximation (theory)",530.042081977376
"2934","Weak Noise Approximation (theory)",487.634891958897
"2935","Weak Noise Approximation (theory)",468.662043771918
"2936","Weak Noise Approximation (theory)",534.874334099153
"2937","Weak Noise Approximation (theory)",536.620832986616
"2938","Weak Noise Approximation (theory)",484.300266393095
"2939","Weak Noise Approximation (theory)",498.664201252076
"2940","Weak Noise Approximation (theory)",507.131051020943
"2941","Weak Noise Approximation (theory)",463.098798776634
"2942","Weak Noise Approximation (theory)",554.599172460581
"2943","Weak Noise Approximation (theory)",497.128813007604
"2944","Weak Noise Approximation (theory)",482.274060663278
"2945","Weak Noise Approximation (theory)",479.514449556997
"2946","Weak Noise Approximation (theory)",492.660007117143
"2947","Weak Noise Approximation (theory)",508.480664672396
"2948","Weak Noise Approximation (theory)",509.306028966367
"2949","Weak Noise Approximation (theory)",504.185198428843
"2950","Weak Noise Approximation (theory)",542.194239833114
"2951","Weak Noise Approximation (theory)",512.274495246137
"2952","Weak Noise Approximation (theory)",519.709895756577
"2953","Weak Noise Approximation (theory)",535.572306865766
"2954","Weak Noise Approximation (theory)",527.234306423408
"2955","Weak Noise Approximation (theory)",520.921144025519
"2956","Weak Noise Approximation (theory)",467.502747034254
"2957","Weak Noise Approximation (theory)",440.418677273995
"2958","Weak Noise Approximation (theory)",486.048769017054
"2959","Weak Noise Approximation (theory)",510.950545605867
"2960","Weak Noise Approximation (theory)",498.219671997915
"2961","Weak Noise Approximation (theory)",524.300603055785
"2962","Weak Noise Approximation (theory)",533.818046100604
"2963","Weak Noise Approximation (theory)",544.370938850741
"2964","Weak Noise Approximation (theory)",512.38227778551
"2965","Weak Noise Approximation (theory)",521.620314515028
"2966","Weak Noise Approximation (theory)",526.994315096838
"2967","Weak Noise Approximation (theory)",531.632991438382
"2968","Weak Noise Approximation (theory)",546.740943337812
"2969","Weak Noise Approximation (theory)",495.142990201103
"2970","Weak Noise Approximation (theory)",497.066286275369
"2971","Weak Noise Approximation (theory)",499.992518310782
"2972","Weak Noise Approximation (theory)",503.037383520616
"2973","Weak Noise Approximation (theory)",459.480484491599
"2974","Weak Noise Approximation (theory)",529.897320285365
"2975","Weak Noise Approximation (theory)",500.607589232267
"2976","Weak Noise Approximation (theory)",474.707454027095
"2977","Weak Noise Approximation (theory)",505.316108372141
"2978","Weak Noise Approximation (theory)",535.788947147868
"2979","Weak Noise Approximation (theory)",502.633768180017
"2980","Weak Noise Approximation (theory)",521.663904426243
"2981","Weak Noise Approximation (theory)",515.600895673669
"2982","Weak Noise Approximation (theory)",492.755179062329
"2983","Weak Noise Approximation (theory)",531.340138860266
"2984","Weak Noise Approximation (theory)",461.880489818025
"2985","Weak Noise Approximation (theory)",508.925444348933
"2986","Weak Noise Approximation (theory)",467.16552918312
"2987","Weak Noise Approximation (theory)",555.947908487675
"2988","Weak Noise Approximation (theory)",524.149268206229
"2989","Weak Noise Approximation (theory)",481.712951052498
"2990","Weak Noise Approximation (theory)",545.025836695642
"2991","Weak Noise Approximation (theory)",493.056188103261
"2992","Weak Noise Approximation (theory)",507.598858124721
"2993","Weak Noise Approximation (theory)",514.084490260475
"2994","Weak Noise Approximation (theory)",493.056473302935
"2995","Weak Noise Approximation (theory)",549.316099630671
"2996","Weak Noise Approximation (theory)",476.679312532071
"2997","Weak Noise Approximation (theory)",537.884011179713
"2998","Weak Noise Approximation (theory)",478.075402429324
"2999","Weak Noise Approximation (theory)",460.92942580346
"3000","Weak Noise Approximation (theory)",491.012278735725
